vin,sellingprice
kmhd35le6du156678,14694.173033318613
wbavm1c51dvw41350,32345.51356789122
1c4rjeag7ec144910,26541.91407247389
2d4rn4de8ar496990,6884.888407082687
4t1bf1fk7cu098636,12771.058199860678
wauaf78e26a046795,3184.325201796064
1gkdt13s122106237,1093.638115596541
1n4ba41e66c829787,4002.80534931655
4t3zk3bb8au024609,15006.063846240757
1fm5k8d83dgb86317,26973.72825974525
1n6ad0ev4ac404087,16711.623016625454
2c3ccabg4eh261658,23551.702511684976
1fafp552x3a196871,454.3089782451134
1gnscbkcxfr160773,39438.11713222663
kmhct5ae1du137471,11219.290917012604
2hges16543h601504,2335.448351764815
wba3b5g51fns15840,35691.51838515315
3c4pdddg8dt615227,13963.29157941903
jthce1blxd5001563,31771.277719868813
1j8gl58k85w613103,2903.4714960817273
3fahp0gaxcr304900,8844.115760080513
1ftnf1cf0ekd48113,19174.40754554742
1fahp2f83eg183230,19025.527208205294
1g1jc6shxd4189457,7841.070487524248
1fmzu73k53uc18137,1591.9316974699996
1fmcu0h92dud56139,17803.167091651776
jm3ke2cy8f0434836,20670.643933754065
1g1zf57579f254408,7701.4117480615005
jthbk262982063524,12099.944649343153
3n1bc1cp1al391729,2856.7386131321928
4t1be46k47u032443,7073.489546375567
jn1cv6ap9dm713252,21996.020662048388
jtlkt334264049092,2749.6314992704993
4jgdf7ce4da223492,37792.46721104958
wp0ab2a90ds123041,72227.2459325419
2g1wf5e37d1220344,9632.023517763933
1c3cdfbaxdd268356,12081.927808316932
1j4rr4gg4bc555195,16510.44555934225
1gyek63n92r200314,2074.742637422529
5j6rm4h55cl021118,15465.134116117839
jm1bl1uf3b1390089,7302.561956928445
1nxbu4ee9az306581,9518.906451283101
3ln6l2gk8er825498,27793.141177809222
kmhcn46cx9u341270,2796.9927254026225
1fmjk1h5xbef34161,25343.399040298427
jm1gj1v66e1162487,18177.587574917125
1fafp55s53g166741,2405.653199240336
jhlre4h47bc035761,16981.04038428422
1hgcg56702a023996,2703.4438644117163
3vwrt71k66m746558,3878.5448734530546
5tfdw5f17cx249548,24203.90457207059
2c4rdgcg8er253237,16291.571892724238
19uua56883a074677,2569.877708372418
2lmdu68cx8bj05646,15341.242311247426
5n1ar18u67c626356,4715.04226019156
1ftne2ew8eda20173,21116.296726711837
1fahp3gn9bw184524,6225.006264324787
19xfb2f5xee243381,8566.97794003398
1gtw7fca5e1905770,19485.478579890376
1zvht85h455209305,11837.97313959908
1fafp55u11a128859,1675.8799599306076
jthbe1bl6d5001460,30953.58291104075
jm3er2bm7b0405127,13848.312183494752
2c3cdxct1eh315591,22267.22856257509
5xxgn4a7xcg039135,13680.706179482331
1g2zg57bx94117540,2465.924021704197
3n1ab6ap9al644813,7132.531054967585
jtjbt20x930014425,9231.8459583794
1g6dt57v780164982,10476.869183946104
2fmdk3kc4eba30799,22599.180426330815
2c4rdgbg9dr616368,9540.862678645788
1ft8w3bt5cea27096,33818.04675891828
jthbe96s070016618,12137.077173677933
jtmbk33v085063691,9922.999637552728
3lnhm28t28r660744,5881.153905619472
jtmbd31v275093545,9495.474258448667
1gtek19z26z254627,10366.245907949336
jtebu5jr0a5028050,21126.34383473591
4t1be46k07u044069,4681.5345245842345
5xxgm4a7xeg282238,13891.045941420858
5npdh4ae4eh505402,13344.734727987663
wdbrf40j63f382931,3288.0004114483927
5tfhy5f11dx308848,33180.949733050096
1n4aa5ap9bc866393,13405.102916094542
1j4gz78yxwc163618,423.9047883860094
2t3bf4dv6bw173640,14843.590621490655
1n4al3ap6dn429862,14526.631657289046
1c3cdzab4cn136021,9619.220646463307
1fmcu0dg1ckc48030,10891.484964180083
jn8ae2kp0d9068333,16110.056724185928
1mefm50ux2g620409,1286.9388620750506
1fmyu031x5ka88199,2666.7089773732787
5npet46c59h535167,5005.662429441023
jn8cs1mw4dm173129,34049.43824319464
1fmcu0gx4eub81474,17752.992536959213
jtdkn3du5d1615796,14378.775073066046
1fm5k8d89dga37233,24933.74462242973
1ftpx14555na08675,5084.598606658497
1fmhk8d85cga18738,20922.914188155373
wddng71x07a121188,14138.829947488492
1b3hb48b37d201969,3885.8643989828724
2hgfa16519h369184,4532.552929436488
1gys4kef6br346956,33690.34515092583
1b3cb4ha4ad603024,6739.8736448139725
2fmza52256ba56681,2412.45618484017
1n4aa5ap8ec486577,15034.46871915258
2g1wg5e33d1191129,10104.328301384854
2fmdk4jc7dbb48738,22434.849974849607
jn8az1mw3bw182053,16824.27724270153
knafk4a67e5154467,11248.677440621106
wddgf4hb8ea930911,25422.337903797852
19uua8f20ca020058,19723.661020892552
jn8as5mv1cw705624,16725.380784740388
1g1jc6sg3d4231703,8890.308016709205
knaft4a25a5242857,5984.644680015439
wdbtk76g84t024831,7047.803650441053
wba3a5c55cf345182,24624.789471984826
1c4bjweg5dl655483,29827.030809777054
1gcec29029z162071,15133.700175421938
1c4pjmak6cw120986,10923.752006825245
1fmpu15576lb00788,4896.11136324839
2gnfleek5c6358786,12972.814573202664
2c4rc1cg3er180357,23924.228007000136
2b3ka43r58h326800,3195.341386091559
1g2zg558964261180,2021.0718392499348
wmwmf73518tt88928,7377.874163029367
kmhhn65f76u206174,3322.492087131701
2d4gv58205h591407,3080.782605117409
1n4al11d96n405049,3983.8211913369832
jf1znaa18d2731233,18187.909952454615
2hgfg1b99ah500776,9788.303809723977
2t2bk1ba3cc153153,28135.932143493195
1ftne2ewxeda19977,20457.760529272677
jn8az1mw8dw313688,17230.19992070255
1gbhg39c591143468,3425.6502871576668
wmeej3ba0ck553414,6183.986211868325
5j6yh18798l015149,7680.52834750889
2d4rn5dg4br721026,8427.332779653876
1j4gx48s24c385874,6141.916136184422
wbapt735x8cx00895,10599.640326362818
1fbss31l53ha60766,6706.291131882302
2fmhk6c85dbd11442,17318.456421340008
5tftx4gn8dx024805,11983.960976141203
wauhfaflxcn010306,18650.095449993576
kmhgc4dd2du221586,18455.522627638296
2c3ja53g25h678246,2086.173345596024
1ftyr14u0wta78359,2190.9354259968222
jn1cv6ekxdm923406,27925.388501610007
2fmdk4kc4cba79827,23035.21356006887
1yvhp81a695m35040,6349.869734948636
salmf13496a235125,10213.958566116713
kmhfh4jgxda233076,17893.43603565647
3fa6p0k99er301400,16071.440056787751
2gnaldek6c1277684,12988.456534059977
4jgcb65e67a056765,7792.676779132591
5j6rm4h33dl071421,17528.931841659618
4a32b3ff9ce023054,8038.568150837187
1gcrkpea0cz276898,13608.211132098213
2a4gp54lx6r781680,2358.7017329422742
5fnrl5h60cb073055,15286.856181195846
1fm5k8d88ega09800,26767.458139277773
1gtw7fca0e1906082,20491.9824364251
1gkek63ux4j159713,7145.906422628053
ja3au86u78u008441,3982.61434739339
1g8al55f66z160145,1288.112812435611
wbaet37465nj89798,9639.664165397733
1g1ak15f177200574,5736.47290361518
1n4al3apxdn440136,14725.836409980388
3d7mx48c36g247655,9139.599648625646
jthkd5bh7c2055355,18515.18734718392
1fm5k8f85fga04570,30971.63359782067
wdbsk75f43f060145,15249.333472440885
1n4aa5ap8ac816289,9986.788108274808
2fmdk4kcxdbb95356,18593.712709826475
5yfbu4ee5dp087012,10765.269886815156
2g4ws52j131114990,974.8493507920539
1c4rjfcg7cc103273,17951.1628885116
jthbf5c29d5187781,24407.02044263084
2t1bu4ee8cc800628,9953.788520838745
2c4rdgeg2er179133,18999.466760234034
jn8as5mtxew603465,10960.030990357083
5j6re4h71bl067297,17316.71738641118
3fahp0ha3cr291860,9658.861711040518
4jgbf7be5ca781293,29663.47895995817
3g5da03l07s562513,4952.898546897901
1n4bl11d96c251104,5043.705541115223
jthbf5c25c2102810,20810.38808371414
jm1cw2bl8d0149065,11935.089727095825
3tmlu4en7em150625,30299.89675240454
3vwsf71k36m629545,2843.3474357275372
wbafu7c58cdu58748,28393.274857269593
3vwbx7aj5bm108602,9080.526658761242
5npdh4ae0fh571222,11762.537723766656
1n4al3ap8en260008,15290.548813193373
1g6ky54911u182876,1057.0885366469938
1n4aa5apxbc856004,19092.50876946133
1fafp56u67a191527,3632.9979068766515
jthch96s260017537,14862.150744395363
4t1bf32k43u557395,2091.8473101145046
3fa6p0lu8er308079,17910.79273860203
1n4al2apxcn413527,13554.756686732726
jn8cs1mw3dm173915,30631.93964873953
1ftne2ew4dda54948,18870.842682267474
1ftpw14584ka09953,6569.481920065821
1g1zd5e0xcf385031,10222.444396693501
wbafr7c54cc810649,26797.72015322884
1hgcp2f67ca142264,12907.758328653666
1j4rr5gt4bc603765,20069.05339942541
jtjbt20x350075451,5692.304967631011
1c4njrfb3fd249037,19669.618048841447
1yvhp80c385m20285,4296.151299586094
4m2cn8b77akj08834,7023.236158594956
1hgcp2f32ca079306,13162.130236223788
jthcf5c24b5051415,17950.80746513686
1vwbp7a31dc109607,13089.32482960696
1gnkvgkd4dj194946,19144.475451022176
5fnrl5h43cb013351,17810.591461425105
3fa6p0h94er382314,15761.952253492884
3vwsb69m92m095277,1636.7411529086057
1ftkr1ad0bpb02706,8359.097661637643
1hgcp2f68ca145092,13556.244471874712
wbagl63413dp61945,1360.9284297392442
1g11b5sa3df131680,11236.24653666076
1n4al2ap4bc140482,7632.794843334797
1b3el46x14n308491,1771.4312509683878
1n4al11d56n333816,5396.805391430469
wbskg9c55ce797894,41620.999682755035
1n4al3ap7dc912532,15021.49093809321
3gkfk16r1xg529905,957.900884996754
wbaxg5c59cdx03671,28705.00973021924
4n2zn16t42d808408,1313.1561913544901
1fmju2a59eef40614,30910.134564037042
3c4pddbg0et211908,16192.789286114508
2t3df4dvxcw191648,20859.51222369434
1ftne24213ha50152,2044.5821862903376
1n4aa5ap5dc830123,21986.077881370853
5gten13e588114084,13017.752933183958
19xfb2f92ce015858,13325.343054838293
3fa6p0h71er243840,15736.561713339266
1g6dm577040113901,4159.150266006693
1c4hjwfg8dl664400,30981.605001566775
1j4fa39s76p781106,10338.633441919304
1fmzu73k05uc04214,3056.8863465125305
jm1cw2dlxc0141481,14485.149125587403
2hnyd18814h548804,8700.54159251003
jthcf5c22c5057540,20140.19232749553
1c3cdzab6dn607023,9128.32492285993
1gcskse38az100409,17652.722010188474
2t2zk1ba3dc124462,32207.633021179252
1n4al3ap8fn311380,11148.313177039832
jtjht00w923521747,4661.763267941369
1n4al2ap8bc148553,10824.03643113741
3fa6p0luxer308326,17266.62141596064
1g6ds5e33c0100614,17003.95727904289
6g2er57788l127964,11157.991254751716
kmhec4a43da066396,12441.76958253846
1fmcu9d79ckb22440,12707.271713478322
1ftew1cm0ekd93017,27131.180161239732
2t2bk1ba7cc145833,27435.494653497313
5uxwx5c57blw13582,24596.84988913506
1gnec13t24j223706,9009.99935447218
1c4gp64l9yb658059,1323.6970881349898
2c3cdyag7dh604131,19066.042609827586
1c3bcbfg8cn279810,15642.529400553112
wba3a5c55ep601379,34802.85629878778
5tdba23c64s003155,2955.585371799856
knafx4a62e5097239,10706.68588974647
wbabd534x6pl17693,5442.792039846187
wbawb73547p021677,9545.630549490957
3fahp0hg7cr419926,11147.30283932758
4t1bf1fkxeu419703,17055.79347257161
1vwah7a32dc088713,13474.3937384085
wddgf4hb4cr216756,20439.280166688026
jthbn36fx55021972,9673.55531266575
wddgj4hb4cf802891,23846.68715580883
5fnyf3h55db017208,25212.44421656682
3vwrm71kx8m180209,4193.281937123285
5fnyf4h73cb048964,22484.579154164174
1a8hx58p77f544718,6911.922438213855
1n4bu31d9sc101562,355.39733939154394
3d4pg5fv0at150580,5562.7946722101415
1fm5k7b89dga29971,21893.68409181219
1fm5k8d85dgb79417,16523.501129116656
2c4rdgbg9cr146454,5016.240334290998
jtdkdtb36e1574688,16313.03587055589
5npeb4acxch416211,11299.19474302116
1ftne24w04ha63334,2237.6491572675077
1fahp32n49w170273,4577.6761451790335
knadm4a36e6394885,10792.099355563483
yv4940dl1e2516909,27044.52555799748
wbadm6344ygu28113,1255.089347332556
5xyktca62fg600638,20881.570241677782
2c4rdgbgxdr656040,13613.780557852082
1zvbp8em3e5231769,13438.71853803765
5npeb4ac1dh747390,12901.971863405353
sajwa71b06sg49749,4893.289379822163
2c3ccaagxeh232618,19005.80451791975
2g1wf52e749274511,1007.8138773080827
1hgcs1b87ca014624,13710.978948418662
5tdzk3eh7as019760,15533.245987201935
1c3ccbbb1dn545698,10286.442945910696
1gdgg31v061903480,1548.692662454996
jh4cu2f40cc013422,16985.22919722789
1j8gr48k89c543652,14523.95649579017
1gcdt136758206181,7528.364961841404
1g6kd54y35u238468,980.6662616680333
yv1mh682452064955,1536.9319999022755
wa1wkafp8ca038020,24404.717480307023
5xykt3a69cg300963,14545.010422035293
2c3ja53g65h530438,2074.876888152341
jteht05j732043105,7113.601842633296
waujf78kx9n051245,12307.563406203155
wddgf8ab3da803774,24830.777236540795
1fadp3e29dl186382,10839.478153177894
jm1bl1ug8b1901479,9660.698706187595
1g1jc5sh9c4159245,6702.83984329821
1ftfw1ct8ekd55644,34041.82430689735
jtebu11f98k007353,15113.544580653937
2g1fc3d31c9118200,20215.454655096193
1ftpw14524kd61376,9041.157033021886
jn8ar07s4xw366220,2178.93410285095
jhmfa16886s002021,4568.558106027969
1fmfk20557la13598,10873.45715706769
jtkjf5c73c3031845,11338.686119305716
1fmdu73w12uc78556,1287.270488351949
jthbe262062004334,11651.942543458606
1hgcp2f69ca058253,11763.515969124306
1c4rjfag6cc226470,23497.87410260071
1n4dl01axyc220729,966.0711447170161
1n4al3ap9ec420585,15900.106100094925
2t1bu4eexdc088902,13119.213337493713
2hgfa55587h701059,4549.859481286572
3n1ab7ap6el622733,8976.225398965633
4a32b2ff9ce012307,6028.5858183224545
1n4al3ap4dc171921,12767.88990969464
3fahp0ja9cr292361,11072.539518791335
wauvt68e03a289215,2152.2668324503084
1ftfw1et2dfb12240,32169.257794172063
jhmgd38617s046608,4914.020527833438
1g1am15b567709265,5810.744833452076
waubfafl6an051406,17595.34809957285
2g1wg5ek0b1132088,6790.770501443478
jm1de1ky4c0152251,5907.59204843305
3fa6p0lu9er308365,18136.947390335277
2g1wt58k489220398,8931.089970824554
jn1cv6ar3cm970942,17727.841643888518
3gtp2ve73dg327408,29389.175510441277
5npdh4ae3dh364031,11058.67158997231
1fmcu9c74ckb32584,7443.091148673788
5n1ar2mm7ec632479,26175.01435205914
wbana53524b848816,4159.233030687525
kmhdh4ae0du591078,14254.50708978124
jn8dr09y53w837283,4464.775065307143
2g1wf52e049343300,1446.0262117933926
1n4al3ap2dn518991,14274.397385225491
2fmdk3kc0eba39029,22582.348798975727
4a4ar5auxde025109,15820.795441081174
4jgbf71e07a277435,12100.209107266941
1c4rjfjt0ec161941,38095.85822266128
kndmg4c73e6543215,13986.045987298025
4tawn72n1wz067204,2025.0315549250408
4t1ca38p94u023493,2207.3422696148227
wbawc73549e068865,17661.75551552482
4t1bd1fk6cu030673,15131.36092299365
2g1wc57m391241018,5931.582711662866
sajea51c64wd55397,2515.523517912703
kmhgc4dd7cu178426,15716.117803832813
2fmdk4jc9cba76004,20734.74243532114
2c4rdgeg7er431698,19284.697661184277
1j4gl48kx3w625200,2518.2315224466984
1j4hr58215c694872,5750.763090598623
1fmeu63e58ua62563,9173.428611024916
2b4fp25b6yr855053,282.08695025388806
5fnrl38727b424521,7178.472816596997
1g6ab5r33d0144028,17110.719192441004
1d7ha16k68j184239,9231.031555201413
1g1ak52f957602626,2063.5304119843277
1d8gt58648w218755,14077.0648502082
1g11c5sl9ef189907,16102.803735393301
5fnyf3h55cb025307,22887.225321198264
1j4gw48n24c120773,5123.118137057936
2b3ka53h37h686434,8627.532240027744
19uua5659xa002897,1716.0058574172199
jt2bk12u920040680,2907.8392106913507
1g4hd57237u173862,6845.027634913938
2c3ccagt2dh683335,21842.092543908853
5npdh4aexdh321788,12311.807923541604
jn1cv6ar3cm977843,19524.049020211358
3fahp08z47r131014,2107.567770976577
wauffafl1ba096599,23506.95540873116
1g1pf5scxc7224267,7559.288213310062
2hnyd18954h519301,2392.4423662503687
1fadp3f26el185674,10273.640484063644
1n4al2ap0bn461388,7881.854852710627
jn1cv6ap2cm622967,19251.723357546027
wmwrf33517tg17673,8697.852282562731
1ftsx21p55ea51757,6152.759202611849
1ftex1cmxdfa39798,17758.87974577993
1j4gs48k86c217044,4393.453605543498
1gnec13v33j181353,6125.924652110955
3fahp0ha2cr398852,8357.91505861383
3fa6p0h90dr152655,14115.646708188513
1ftww31p76ed61744,6726.179319179551
1n4al3ap7dc906455,13447.450425365736
jthbk1eg6c2497691,21784.107428031937
wbaam3333xkc58754,986.1199927020534
5xxgm4a73dg182609,12085.878620269754
3fa6p0h77dr147953,16025.736914272507
jthcf5c28b5050719,19804.080431810657
1fm5k7f85dgb32072,25053.131941526794
2a4rr5d1xar346670,8874.217136616204
5tfnx4cn1bx002480,6363.109444921727
1fm5k8d87egc50750,25763.811758862656
1fmju1h55cef02858,20318.020742680506
1n4al3ap1ec157167,13652.552825259101
3gtp1ve02cg224288,24057.05184817473
3fa6p0k91dr147926,20528.96540859808
3ln6l2gk2er828137,22249.27924066507
wdbuf26j35a689186,6629.725174774157
jn8az1mw3bw181730,17514.044394192824
5gakraed4cj154842,19069.275967324804
4s4brbcc7e3258193,23739.030784395833
1c3cdfaa0dd346418,10876.546204417515
2a4gm68476r693509,2510.953235395624
5npec4abxch410087,14720.452372210273
2ftrx17w24ca01622,1789.9593946454588
1g1pc5sb5e7388352,12709.28867257923
kmhcn4ac4bu605337,6102.5921333231745
wddgj4hb2df946456,23123.240159606674
2g4ws52j621182099,2540.817167792955
4t4bf3ek2ar068282,7016.606301610348
3gnfc16008g200289,10153.093249895652
1g1pf5sc9c7123141,8228.5953231383
1gc4k1c84bf188198,36842.63372215677
1fmhk8d88cgb04044,24183.006767194398
1fmdu63x6yza35758,-355.16286457381466
1gchg35u841130250,3868.4514095593076
4t1bf1fk3eu420353,16755.544825831665
kmhdu4ad1au120345,2699.7309164606995
wauhfafl9en007707,28664.66828818801
1g1je5sbxe4177567,13103.070914178505
1c4njcbb6cd626250,11105.6414334842
1n4al3ap0dn488504,11692.890519403967
1n6af0ly3en104106,22428.825884665668
ja4ad3a3xez019526,18696.956379097013
1nxbr32ex6z726342,3440.6235305531554
1ftfw1et8eke40626,28602.154200309684
3ln6l2j97dr825772,21471.524308143198
jtjhy7ax4a4043487,31200.349214835485
2c3cdxbg5ch296724,14156.455474263568
kmhdu46d98u345129,6068.058092179403
kmhcn36c47u039206,1418.0879844531864
1n6bd0ct0ac446701,14787.645835964977
1j8ff47w47d278969,8631.459726675677
2gnflnek9d6213977,16667.737197956452
1n4al2ap6cc173940,12287.393971551124
wvgav7ax5cw557624,15188.94130491402
wddgf8bb9br151093,18560.395168441275
2t1burhe2ec145197,13869.247898181366
5uxzv8c55cl425052,37004.47194598872
4f2cz94103km07125,4356.337301736872
1gndv23148d201589,3149.1026091239873
3n1ab6ap8cl743710,10138.359252997347
2d4gp44l56r836085,5313.54381386569
zfbcfach7ez005432,9830.654077981806
1g11c5sa4df210174,13671.463910620154
wbsde93493cf92356,11069.16002926277
jtezu17r640020809,3750.0500654978314
1d7hu18n05j577776,8967.917928188024
5uxzv8c50cl423449,27504.341276366315
1fmcu0g94dua54773,12339.241217401082
wbavm1c56dvl64436,34880.42225322089
jnrar07y2xw068040,139.72211228508786
3gnfk16zx4g256638,8514.592678348692
1gks2ke71er202972,32409.37846907702
1n4aa5ap5bc818356,14095.118323306664
1g2za5e02a4162107,6020.364694475663
wddsj4eb8en039927,26240.831863556177
wbafr9c57bde82246,25160.210387304734
1g1zc5eu6cf168226,7744.610263663325
3fahp07127r135669,6904.486699943888
jn8af5mr0dt206355,14413.74766199189
2gnflgek4d6317613,16348.56919046495
1ftyr14u47pa62983,2886.7434205424706
3fahp07167r268242,2668.852132750837
3fahp0ja6br323614,9378.164056208818
3c4pdcab5dt722691,12199.679026026717
2c3ka53g36h259442,4341.091222227409
1g6dp577870111325,8035.876426653801
wbalm1c5xce633818,38929.728296149035
1fafp56u27a143975,1714.4589462916847
2g1wb57kx91282523,5595.7563829899345
1gndv33188d146487,2732.7683815263863
3gnal2ek5ds624027,13532.144298325999
1hgcm826x7a005164,10280.884756668755
5yfbu4ee7cp053023,12003.202758384692
2g1115sl8f9102241,20365.73587533216
waudf98e98a065503,7912.248353004058
ml32a3hj7eh006846,7813.391507908016
2gnaldek8d1183212,15729.452956727913
jnkcv64e49m605537,15417.098958514249
19uua76588a047648,10225.477760014832
5j6rm3h72cl011903,20475.5581040263
3gnca13b79s625392,3056.064420274026
1g6kd54y35u145627,3021.4153261876418
3g7da03e62s560251,206.6063089531599
1fafp53u04g130722,1652.575774549252
1fahp35n39w193281,5343.7616953461875
3c63drgl5cg285646,23827.75227752972
3gcek23m39g283237,17565.040038930354
3fahp0ha8cr420725,10015.921771711786
2cnflcew7a6357776,9645.243675093312
3fa6p0hr8dr337732,13720.255897235123
2hgfg3b50eh520607,17224.38227020948
jthbf5c21d5192649,24981.83376577113
4t1be46k49u807083,7209.180158650268
jn1ca21d5vt858757,1160.7158013331573
1hgcp2f46ca060346,11241.133842028905
2t1burhe3ec010360,13057.226014389109
2fabp7bv5ax113795,6434.280608428441
jn8az1mw0cw200560,19139.936268409798
1n4al2ap5cc186839,14249.316948032272
5tdza3eh4ds041240,22963.37713988429
2hgfg21597h707424,4739.3853138758295
jhlrm4h75cc004670,20818.420314102084
5npeb4ac8dh680075,11532.043940093727
3fa6p0hr5er171882,15539.50671069068
1ftne14w77da27632,3905.4947316200214
jtlze4fe7dj031642,6692.524998299611
2d4rn5d16ar459598,10396.794497229122
